Order Number;Supplier Number;Supplier;Product Article Number;Ordered Product;Ordered Product - Supplement;Original Ordered Quantity;Original Desired Date;Planned Delivery Date;Ordered Quantity;Arrival Date;Delivered Quantity
6260684;71498;29207196;22713900009;Platine [NUM] [NUM] [NUM];[NUM] Lagen, kein Nutzen;500.0;2023-09-18;2023-09-18;500.0;2023-06-28T00:00:00.000;500.0
6260684;71498;29207196;22713900009;Platine [NUM] [NUM] [NUM];[NUM] Lagen, kein Nutzen;500.0;2023-11-27;2023-11-27;500.0;2023-11-28T00:00:00.000;500.0
6260685;70403;24582369;52713200002;Platine [NUM] [NUM] [NUM];[NUM] Lagen, [NUM]-fach Nutzen;105.0;2023-04-10;2023-04-10;105.0;2023-04-05T00:00:00.000;105.0
6260685;70403;24582369;32717910005;Platine [NUM] [NUM] [NUM];[NUM] Lagen, kein Nutzen;200.0;2023-05-15;2023-05-15;200.0;2023-05-10T00:00:00.000;200.0
6260685;70403;24582369;22717890003;Platine [NUM] [NUM] [NUM];[NUM] Lagen, [NUM]-fach Nutzen;400.0;2023-05-15;2023-05-15;400.0;2023-05-10T00:00:00.000;400.0
6260686;70158;5134367;24000180000;Trafo [CODE]/23ST-[NUM];prim. 2x115V, sek. 2x18V/[NUM],6VA;1000.0;2023-11-27;2023-11-27;1000.0;2023-12-01T00:00:00.000;1000.0
6260686;70158;5134367;24000180000;Trafo [CODE]/23ST-[NUM];prim. 2x115V, sek. 2x18V/[NUM],6VA;1000.0;2024-01-22;2024-01-22;1000.0;2024-02-06T00:00:00.000;1000.0
6260687;70405;66830485;STECKVERBASLG16;Schutzkragenstiftleiste ASLG [NUM] Z;[NUM]-polig, [NUM]-reihig, RM [NUM],54mm;1000.0;2023-11-20;2023-11-20;1000.0;2023-11-27T00:00:00.000;1000.0
6260687;70405;66830485;STIFTL SL1/20;Stiftleiste SL [NUM] [NUM] [NUM] Z;[NUM]-polig, [NUM]-reihig, RM [NUM],54mm;200.0;2023-08-07;2023-08-07;200.0;2023-08-08T00:00:00.000;200.0
6260687;70405;66830485;273000100;Stiftleiste SLY [NUM] [NUM] [NUM] Z;[NUM]-polig, [NUM]-reihig, RM 2mm;400.0;2023-11-20;2023-11-20;400.0;2023-11-27T00:00:00.000;400.0
6260687;70405;66830485;23000120000;Aufsteckkühlkörper FK [NUM] SA [NUM] VL;schwarz eloxiert, [CODE], [PART];200.0;2023-08-07;2023-08-07;200.0;2023-08-03T00:00:00.000;200.0
6260687;70405;66830485;ST SL11/112 7Z;Stiftleiste SL [NUM] [NUM] [NUM] Z;[NUM]-polig, [NUM]-reihig, RM [NUM],54mm;500.0;2023-12-04;2023-12-04;500.0;2023-12-05T00:00:00.000;500.0
6260688;70770;41316462;SKINTOP M20 EMV;Verschraubung SKINTOP MS-SC-M 20x1,[NUM];Messing vernickelt;400.0;2023-10-09;2023-10-09;400.0;2023-10-09T00:00:00.000;400.0
6260688;70770;41316462;27400113100;SKINDICHT O-Ring NBR M 12x1,[NUM];Dichtring, metrisch;100.0;2023-04-17;2023-04-17;100.0;2023-04-17T00:00:00.000;100.0
6260689;70922;6355505;FS N 2 38A10;Flexstrip [NUM]-polig 38mm lang;[NUM]-polig, RM [NUM],54mm;1000.0;2023-11-06;2023-11-06;1000.0;2023-11-02T00:00:00.000;1000.0
6260690;70970;52391922;KLEM KDS10/S0;Klemme [CODE]/[CODE] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;100.0;2023-07-03;2023-07-03;100.0;2023-06-28T00:00:00.000;100.0
6260690;70970;52391922;ERDUNGSKLEM M10;Schutzleiter-Reihenklemme USLKG [NUM] N;---A, ---V AC, [NUM] Schraubanschlüsse;50.0;2023-07-03;2023-07-03;50.0;2023-06-28T00:00:00.000;50.0
6260690;70970;52391922;27101012700;Stecker GMSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;50.0;2023-10-02;2023-10-02;50.0;2023-09-28T00:00:00.000;50.0
6260690;70970;52391922;27101012500;Stecker GMSTB [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;300.0;2023-10-02;2023-10-02;300.0;2023-09-28T00:00:00.000;300.0
6260690;70970;52391922;27100542200;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;250.0;2023-10-02;2023-10-02;250.0;2023-10-04T00:00:00.000;250.0
6260690;70970;52391922;27100390100;Raster-Zwischenstück [PART] [NUM],[NUM] [NUM];"";200.0;2023-10-02;2023-10-02;200.0;2023-09-28T00:00:00.000;200.0
6260690;70970;52391922;27100330200;Klemme PTSA [NUM],[NUM]/[NUM]-[NUM],[NUM]-F [NUM];[NUM]-polig, Push-in-Federanschluss;40.0;2023-10-02;2023-10-02;40.0;2023-10-04T00:00:00.000;40.0
6260690;70970;52391922;23200320000;Fußelement UMK-FE [NUM];"";100.0;2023-10-02;2023-10-02;100.0;2023-09-28T00:00:00.000;100.0
6260691;70970;52391922;27301270200;Mini USB Buchse VS-EC-MSDB SH SCO;[CODE]-SPEEDCON, mit geradem Lötanschluss;20.0;2023-10-23;2023-10-23;20.0;2023-10-23T00:00:00.000;20.0
6260691;70970;52391922;27301210000;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;50.0;2023-10-23;2023-10-23;50.0;2023-10-18T00:00:00.000;50.0
6260691;70970;52391922;27300420200;Einbaustecker SACC-E-MS-5CON-[CODE]/[NUM],[NUM] SC;[NUM]-polig, [CODE]-SPEEDCON, A-kodiert;200.0;2023-10-23;2023-10-23;200.0;2023-10-23T00:00:00.000;200.0
6260691;70970;52391922;27100542900;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;500.0;2023-10-23;2023-10-23;500.0;2023-10-18T00:00:00.000;500.0
6260691;70970;52391922;27100516900;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;200.0;2023-10-23;2023-10-23;200.0;2023-10-20T00:00:00.000;200.0
6260691;70970;52391922;27100512900;Grundleiste MC [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;200.0;2023-10-23;2023-10-23;200.0;2023-10-18T00:00:00.000;200.0
6260691;70970;52391922;27100422300;Klemme MKDS [NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2023-10-23;2023-10-23;1000.0;2023-10-18T00:00:00.000;1000.0
6260691;70970;52391922;27301220000;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;1000.0;2023-10-23;2023-10-23;1000.0;2023-10-18T00:00:00.000;1000.0
6260691;70970;52391922;27100552300;Stecker MC [NUM],[NUM]/[NUM]-STF-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;1000.0;2023-10-23;2023-10-23;1000.0;2023-10-18T00:00:00.000;1000.0
6260691;70970;52391922;KL MKKDSN 2X2;Klemme MKKDSN [NUM],[NUM]/[NUM]-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;250.0;2023-10-23;2023-10-23;250.0;2023-10-18T00:00:00.000;250.0
6260692;70986;54973100;27100440200;Klemme [CODE]/2DS-[NUM].[NUM]-H-GRUEN;[NUM]-polig, RM 5mm, grün;4000.0;2023-11-13;2023-11-13;4000.0;2023-11-14T00:00:00.000;4000.0
6260692;70986;54973100;27100441300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM 5mm, grün;2000.0;2023-11-13;2023-11-13;2000.0;2023-11-14T00:00:00.000;2000.0
6260692;70986;54973100;27100443300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM 5mm, grün;2000.0;2023-11-13;2023-11-13;2000.0;2023-11-14T00:00:00.000;2000.0
6260692;70986;54973100;27100450300;Klemme [CODE]/3DS-[NUM].[NUM]-H-GRUEN;[NUM]-polig, RM [NUM],5mm, grün;2000.0;2023-11-13;2023-11-13;2000.0;2023-11-14T00:00:00.000;2000.0
6260692;70986;54973100;27100440200;Klemme [CODE]/2DS-[NUM].[NUM]-H-GRUEN;[NUM]-polig, RM 5mm, grün;4000.0;2024-01-08;2024-01-08;4000.0;2024-01-11T00:00:00.000;4000.0
6260692;70986;54973100;27100440300;Klemme [CODE]/3DS-[NUM].[NUM]-H-GRUEN;[NUM]-polig, RM 5mm, grün;4000.0;2024-01-08;2024-01-08;4000.0;2024-01-11T00:00:00.000;4000.0
6260693;71031;4616612;94300060000;Drossel CHI [NUM] G, BV [NUM].[NUM]-[NUM];Funkentstördrossel [PART];50.0;2023-05-15;2023-05-22;50.0;;
6260694;70776;53936705;KK 3360101M;Distanzstück Profil [CODE] für LP [NUM];nach Zeichnung [CODE].cdr;500.0;2023-07-10;2023-07-10;500.0;2023-07-10T00:00:00.000;500.0
6260694;70776;53936705;KK 3360101M;Distanzstück Profil [CODE] für LP [NUM];nach Zeichnung [CODE].cdr;500.0;2023-10-30;2023-10-30;500.0;2023-11-09T00:00:00.000;500.0
6260695;70776;53936705;23013900006;Distanzstück  für Platine [NUM];[NUM];500.0;2023-04-03;2023-04-03;500.0;2023-04-04T00:00:00.000;500.0
6260695;70776;53936705;23013900006;Distanzstück  für Platine [NUM];[NUM];500.0;2023-05-15;2023-05-15;500.0;2023-05-16T00:00:00.000;500.0
6260695;70776;53936705;23013900006;Distanzstück  für Platine [NUM];[NUM];500.0;2023-07-10;2023-07-10;500.0;2023-07-10T00:00:00.000;500.0
6260695;70776;53936705;23013900006;Distanzstück  für Platine [NUM];[NUM];500.0;2023-07-24;2023-07-24;500.0;2023-07-27T00:00:00.000;500.0
6260695;70776;53936705;23013900006;Distanzstück  für Platine [NUM];[NUM];500.0;2023-08-07;2023-08-07;500.0;2023-08-08T00:00:00.000;500.0
6260695;70776;53936705;23013900006;Distanzstück  für Platine [NUM];[NUM];500.0;2023-08-28;2023-08-28;500.0;2023-08-29T00:00:00.000;500.0
6260695;70776;53936705;23013900006;Distanzstück  für Platine [NUM];[NUM];500.0;2023-09-11;2023-09-11;500.0;2023-09-12T00:00:00.000;500.0
4126880;71510;53534315;999;Neuinvestition;"";2.0;;2023-02-13;2.0;;
4126880;71510;53534315;999;Neuinvestition;"";1.0;;2023-02-13;1.0;;
4126881;71078;23619698;423408006003400;Kabel-WTH;[CODE],[NUM]-Leiter,Niro-Schutzhülse;0.0;2023-05-15;2023-05-15;0.0;;
4126882;70501;55712025;405020000685001;HP Renew Business Laptop-Rucksack ([NUM],[NUM];2F2J1AA;0.0;2023-06-12;2023-06-12;0.0;;
4126882;70501;55712025;405020000685001;HP Prelude Pro [NUM],9cm ([NUM],[NUM] Zoll) Laptop;3E2P1AA;0.0;2023-06-12;2023-06-12;0.0;;
4126883;71078;23619698;;Einkaufskontrakt;"";;;2023-12-05;0.0;;
4126883;71078;23619698;;Sicherheitslager;"";;;2023-12-05;0.0;;
4126883;71078;23619698;;"";"";;;2023-12-05;0.0;;
4126883;71078;23619698;423408006003400;Kabel-WTH;[CODE],[NUM]-Leiter,Niro-Schutzhülse;0.0;2023-12-04;2023-12-04;0.0;;
4126883;71078;23619698;;Hinweis zum Kontrakt:;"";;;2023-12-05;0.0;;
4126884;71078;23619698;423408006003400;Kabel-WTH;[CODE],[NUM]-Leiter,Niro-Schutzhülse;90.0;2024-03-11;2024-03-11;90.0;2024-03-12T00:00:00.000;90.0
6261467;70986;54973100;27100452300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM [NUM],5mm, grün;2000.0;2023-11-13;2023-11-13;2000.0;2023-11-14T00:00:00.000;2000.0
6261467;70986;54973100;27100451300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM [NUM],5mm, grün;2000.0;2023-11-13;2023-11-13;2000.0;2023-11-14T00:00:00.000;2000.0
6261467;70986;54973100;27100442300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM 5mm, grün;4000.0;2024-01-03;2024-01-03;4000.0;2024-01-05T00:00:00.000;4000.0
6261467;70986;54973100;27100452300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM [NUM],5mm, grün;2000.0;2024-01-03;2024-01-03;2000.0;2024-01-05T00:00:00.000;2000.0
6261467;70986;54973100;27100451300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM [NUM],5mm, grün;2000.0;2024-01-15;2024-01-15;2000.0;2024-01-16T00:00:00.000;2000.0
6261468;70986;54973100;27100441300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM 5mm, grün;2000.0;2024-04-15;2024-04-15;2000.0;2024-04-16T00:00:00.000;2000.0
6261468;70986;54973100;27100443300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM 5mm, grün;2000.0;2024-04-15;2024-04-15;2000.0;2024-04-16T00:00:00.000;2000.0
6261468;70986;54973100;27100453300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM [NUM],5mm, grün;4000.0;2024-04-15;2024-04-15;4000.0;2024-04-16T00:00:00.000;4000.0
6261468;70986;54973100;27100452300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM [NUM],5mm, grün;2000.0;2024-04-15;2024-04-15;2000.0;2024-04-16T00:00:00.000;2000.0
6261468;70986;54973100;27100451300;Klemme [NUM]-[NUM] [CODE]/3DS-[NUM].[NUM]-H-B-GRUEN;[NUM]-polig, RM [NUM],5mm, grün;2000.0;2024-04-15;2024-04-15;2000.0;2024-04-16T00:00:00.000;2000.0
6261469;71384;19314511;24300300000;Drossel WE-CMBNC [PART];[NUM]% [CODE];920.0;2024-03-25;2024-03-25;920.0;2024-04-03T00:00:00.000;920.0
6261469;71384;19314511;24300260000;Drossel WE-CMB HC S [PART];[NUM]% [CODE],5xB14,5xH22mm;990.0;2024-03-25;2024-03-25;990.0;2024-04-03T00:00:00.000;990.0
6261469;71384;19314511;24300270100;Drossel WE-CMB M [NUM],[PART];[NUM]% [CODE],5mm;1000.0;2024-03-25;2024-03-25;1000.0;2024-04-03T00:00:00.000;1000.0
6261469;71384;19314511;221800000000600;Ferrithülse [NUM],0x11,5x50,[NUM];AXIAL FERRITE BEADS [NUM];1200.0;2024-03-25;2024-03-25;1200.0;2024-04-03T00:00:00.000;1200.0
6261470;71031;4616612;34300420000;Drossel CHI [NUM] D, BV [NUM].[NUM]-[NUM];Funkentstördrossel [PART];60.0;2023-08-28;2023-08-28;60.0;;
6261471;70970;52391922;KLEM HDFK10;Klemme HDFK [NUM] [NUM];[NUM]-polig, Schraubanschluss;250.0;2023-09-04;2023-09-04;250.0;2023-09-05T00:00:00.000;250.0
6261471;70970;52391922;37100490100;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;200.0;2023-08-21;2023-08-21;200.0;2023-08-16T00:00:00.000;200.0
6261471;70970;52391922;37100800000;Klemme FFKDSA [NUM]/[CODE]-[NUM],[NUM] [NUM];[NUM]-polig, Push-in-Federanschluss;250.0;2023-08-21;2023-08-21;250.0;2023-08-21T00:00:00.000;250.0
6261471;70970;52391922;37100900000;Klemme MKDS [NUM],[NUM]/[NUM]-B-[NUM],[NUM] GNYE [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;150.0;2023-08-21;2023-08-21;150.0;2023-08-16T00:00:00.000;150.0
6261471;70970;52391922;37100490400;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;250.0;2023-08-21;2023-08-21;250.0;2023-08-16T00:00:00.000;250.0
6261471;70970;52391922;27301110400;Buchseneinsatz HC-[CODE]-I-UT-F [NUM];[NUM]+PE, Schraubanschluss;100.0;2023-08-21;2023-08-21;100.0;2023-08-16T00:00:00.000;100.0
6261471;70970;52391922;37100490900;Grundleiste ICV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;50.0;2023-08-21;2023-08-21;50.0;2023-08-16T00:00:00.000;50.0
6261471;70970;52391922;37100490300;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;100.0;2023-08-21;2023-08-21;100.0;2023-08-16T00:00:00.000;100.0
6261471;70970;52391922;27101400100;Stecker PC [NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;50.0;2023-08-21;2023-08-21;50.0;2023-08-21T00:00:00.000;50.0
6261471;70970;52391922;27300280800;Gehäuse HC-STA-[CODE]-HHFS-1SGM20-PL-BK;Tüllengehäuse [CODE], Kunststoff;60.0;2023-08-21;2023-08-21;60.0;2023-08-16T00:00:00.000;60.0
6261471;70970;52391922;37100500000;Grundleiste GICV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;200.0;2023-08-21;2023-08-21;200.0;2023-08-16T00:00:00.000;200.0
6261471;70970;52391922;37100520000;Stecker FK-MCP [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Push-in-Federanschluss;50.0;2023-08-21;2023-08-21;50.0;2023-08-16T00:00:00.000;50.0
6261471;70970;52391922;37100490500;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;250.0;2023-08-21;2023-08-21;250.0;2023-08-16T00:00:00.000;250.0
6261471;70970;52391922;37100490600;Grundleiste ICV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;50.0;2023-08-21;2023-08-21;50.0;2023-08-16T00:00:00.000;50.0
6261471;70970;52391922;27100511500;Stecker MC [NUM],[NUM]/[NUM]-ST-[NUM],[NUM] [NUM];[NUM]-polig, Schraubanschluss mit Zughülse;50.0;2023-08-21;2023-08-21;50.0;2023-08-16T00:00:00.000;50.0
6261471;70970;52391922;37100490800;Grundleiste MCV [NUM],[NUM]/[NUM]-G-[NUM],[NUM] [NUM];[NUM]-polig;250.0;2023-08-21;2023-08-21;250.0;2023-08-16T00:00:00.000;250.0
6261472;70245;51101021;916000300;Diode Schottky 40V 5A SMD SMC;Schnellerholung;1000.0;2023-08-28;2023-08-28;1000.0;2023-04-27T00:00:00.000;1000.0
6261472;70245;51101021;21600090000;Diode Standard 600V 12A [CODE];Schnellerholung;500.0;2023-08-28;2023-08-28;500.0;2023-04-27T00:00:00.000;500.0
6261472;70245;51101021;31000320200;IC Spannungsreferenz [CODE]-[NUM].[NUM] SMD;SOT-[NUM]-[NUM], 10V, [NUM],[NUM]%;500.0;2023-08-28;2023-08-28;500.0;2023-04-27T00:00:00.000;500.0
6261473;70245;51101021;RELAIS AGN20012;Relais Steck-/Print 12VDC 1A;[NUM]-poliger Wechsler, DPDT;1100.0;2023-04-24;2023-04-24;1100.0;2023-05-02T00:00:00.000;1100.0
6261473;70245;51101021;RELAIS AGN20012;Relais Steck-/Print 12VDC 1A;[NUM]-poliger Wechsler, DPDT;1100.0;2023-05-08;2023-05-08;1100.0;2023-05-05T00:00:00.000;1100.0
6261473;70245;51101021;RELAIS AGN20012;Relais Steck-/Print 12VDC 1A;[NUM]-poliger Wechsler, DPDT;1100.0;2023-06-05;2023-06-05;1100.0;2023-06-07T00:00:00.000;1100.0
6261474;71027;5179328;;ABRUF;"";0.0;2021-08-09;2024-03-18;0.0;2024-04-04T00:00:00.000;0.0
6261474;71027;5179328;;"";"";0.0;2021-08-09;2024-03-18;0.0;2024-04-04T00:00:00.000;0.0
6261474;71027;5179328;TOP247Y;IC TOPSwitch [CODE];TO-[NUM]-7C, 66kHz 132kHz, Flyback;1000.0;2024-04-08;2024-04-08;1000.0;2024-03-14T00:00:00.000;1000.0
6261474;71027;5179328;TOP247Y;IC TOPSwitch [CODE];TO-[NUM]-7C, 66kHz 132kHz, Flyback;2250.0;2024-08-05;2024-08-05;2250.0;2024-03-28T00:00:00.000;1250.0
6261475;71027;5179328;;ABRUF;"";0.0;2021-08-09;2024-03-25;0.0;;
6261475;71027;5179328;;"";"";0.0;2021-08-09;2024-03-25;0.0;;
6261475;71027;5179328;R PTC 150R;PTC-Thermistor 150Ohm 2A 420V;[NUM]%, [CODE];2000.0;2024-10-07;2024-10-07;2000.0;;
6261475;71027;5179328;R PTC 150R;PTC-Thermistor 150Ohm 2A 420V;[NUM]%, [CODE];2000.0;2024-12-09;2024-12-09;2000.0;;
6261476;71027;5179328;;ABRUF;"";0.0;2021-08-09;2024-03-25;0.0;2024-02-01T00:00:00.000;0.0
6261476;71027;5179328;;"";"";0.0;2021-08-09;2024-03-25;0.0;2024-02-01T00:00:00.000;0.0
6261476;71027;5179328;31400350000;Transistor IGBT [CODE] 650V 74A;TO-[NUM]-[NUM], mit Diode;4560.0;2024-02-05;2024-02-05;4560.0;2024-02-01T00:00:00.000;4560.0
6261477;71027;5179328;;ABRUF;"";0.0;2021-05-24;2023-04-24;0.0;;
6261477;71027;5179328;;"";"";0.0;2021-05-24;2023-04-24;0.0;;
6261477;71027;5179328;IC HCPL-316J;IC Gatetreiber HCPL-316J SMD;SOIC-[NUM], 5000Vrms, Optische Kopplung;4250.0;2024-03-11;2024-03-11;4250.0;2024-03-07T00:00:00.000;4250.0
6261477;71027;5179328;IC HCPL-316J;IC Gatetreiber HCPL-316J SMD;SOIC-[NUM], 5000Vrms, Optische Kopplung;4250.0;2024-07-08;2024-07-08;4250.0;2024-04-04T00:00:00.000;3400.0
6261478;71073;50934703;9999;[NUM]-[NUM];"";1.0;2023-05-01;2023-05-01;1.0;2023-05-02T00:00:00.000;1.0
6261478;71073;50934703;9999;[NUM]-[NUM];"";5.0;2023-05-01;2023-05-01;5.0;2023-05-02T00:00:00.000;5.0
6261478;71073;50934703;9999;[NUM]-[NUM];"";2.0;2023-05-01;2023-05-01;2.0;2023-05-02T00:00:00.000;2.0
6261478;71073;50934703;9999;[NUM]-[NUM];"";5.0;2023-05-01;2023-05-01;5.0;2023-05-02T00:00:00.000;5.0
6261478;71073;50934703;9999;[NUM]-[NUM];"";1.0;2023-05-01;2023-05-01;1.0;2023-05-02T00:00:00.000;1.0
6261478;71073;50934703;9999;[NUM]-[NUM];"";1.0;2023-05-01;2023-05-01;1.0;2023-05-02T00:00:00.000;1.0
6261478;71073;50934703;9999;[NUM]-[NUM];"";2.0;2023-05-01;2023-05-01;2.0;2023-05-02T00:00:00.000;2.0
6261479;71012;89429084;9999;STAK [NUM]-[NUM];"";50.0;2023-05-01;2023-05-01;50.0;2023-04-26T00:00:00.000;50.0
6261480;71073;50934703;9999;[NUM]-[NUM];"";2.0;2023-05-01;2023-05-01;2.0;2023-05-15T00:00:00.000;2.0
6261480;71073;50934703;9999;[NUM]-[NUM];"";4.0;2023-05-01;2023-05-01;4.0;2023-04-28T00:00:00.000;4.0
6261480;71073;50934703;9999;[NUM]-[NUM];"";3.0;2023-05-01;2023-05-01;3.0;2023-04-28T00:00:00.000;3.0
6261480;71073;50934703;9999;[NUM]-[NUM];"";2.0;2023-05-01;2023-05-01;2.0;2023-04-28T00:00:00.000;2.0
6261481;71293;10906710;17100070700;[NUM]-Leiter-Federleiste [NUM]-[NUM];[NUM]-polig;250.0;2023-06-02;2023-06-02;250.0;2023-05-12T00:00:00.000;250.0
6261481;71293;10906710;17100080700;Zugentlastungsgehäuse [NUM]-[NUM];[NUM]-polig;250.0;2023-05-01;2023-05-01;250.0;2023-04-27T00:00:00.000;250.0
6261481;71293;10906710;17100090100;Kabelschelle für Zugentlastung [NUM]-[NUM];ab [NUM]-polig;250.0;2023-05-01;2023-05-01;250.0;2023-04-27T00:00:00.000;250.0
6261481;71293;10906710;17100090200;Befestigungsschraube für Kabelschelle;ab [NUM]-polig;500.0;2023-05-01;2023-05-01;500.0;2023-04-27T00:00:00.000;500.0
6261482;71073;50934703;9999;[NUM]-[NUM];"";0.0;2023-05-01;2023-05-01;0.0;;
6261483;71370;88300253;C XS 100N/600;Kondensator [PART] [CODE];[NUM]%, [CODE],5xB15,3xH22mm, [CODE],4mm;1950.0;2024-03-11;2024-03-11;1950.0;2024-03-08T00:00:00.000;1950.0
6261484;70295;4065894;KABS 6/1;Quetschkabelschuh [CODE] [NUM],[NUM]-[NUM],5qmm;Ringform, rot, PVC;0.0;2023-06-05;2023-06-05;0.0;;
6261485;72048;28229650;27301410100;Steckverbinder [NUM]-polig [PART] SMD;[NUM]-polig, [NUM]-reihig, RM 1mm;1500.0;2023-05-01;2023-05-01;1500.0;2023-04-28T00:00:00.000;1500.0
6261486;70670;11351254;23000040000;Kühlkörperprofil [NUM] für Smart [NUM];gem. Zeichnung 60440901m.cdr;200.0;2024-01-29;2024-01-29;200.0;2024-01-30T00:00:00.000;200.0
6261486;70670;11351254;23000040000;Kühlkörperprofil [NUM] für Smart [NUM];gem. Zeichnung 60440901m.cdr;200.0;2024-02-26;2024-02-26;200.0;2024-02-27T00:00:00.000;200.0
6261486;70670;11351254;23000040000;Kühlkörperprofil [NUM] für Smart [NUM];gem. Zeichnung 60440901m.cdr;200.0;2024-04-01;2024-04-01;200.0;2024-04-03T00:00:00.000;200.0
6261486;70670;11351254;23000040000;Kühlkörperprofil [NUM] für Smart [NUM];gem. Zeichnung 60440901m.cdr;200.0;2024-04-29;2024-04-29;200.0;2024-04-29T00:00:00.000;200.0
6261487;71580;72000481;999;Defekt;"";1.0;2023-04-26;2023-04-26;1.0;2023-04-26T00:00:00.000;1.0
6261488;70849;33626981;999;Verbrauchsmaterial;"";20.0;2023-04-25;2023-04-25;20.0;2023-04-27T00:00:00.000;20.0
6261488;70849;33626981;999;Ausbau;"";1.0;;2023-04-24;1.0;2023-04-26T00:00:00.000;1.0
6261488;70849;33626981;999;Verbrauchsmaterial;"";1.0;;2023-04-24;1.0;2023-05-02T00:00:00.000;1.0
6261488;70849;33626981;999;Ausbau;"";2.0;2023-04-27;2023-04-27;2.0;2023-04-27T00:00:00.000;2.0
6261489;71027;5179328;21000330000;IC Spannungsregler [CODE]-[NUM] SMD;SOT-[NUM]-[NUM], 15V, 1A;1000.0;2023-12-04;2023-12-04;1000.0;2023-11-30T00:00:00.000;1000.0
6261126;71031;4616612;STROMW 62B98042;Stromwandler BV 62B98042;Typ IE [NUM]/[NUM];25.0;2024-02-05;2024-02-05;25.0;;
6261126;71031;4616612;STROMW 62B1027;Stromwandler BV 62B1027;Typ IE [NUM]/[NUM]/[NUM],[NUM];10.0;2024-02-26;2024-02-26;10.0;;
6261126;71031;4616612;24200010000;Stromwandler BV 62B5025;Typ [PART]-P/[NUM], [NUM];10.0;2024-02-26;2024-02-26;10.0;;
6261127;71031;4616612;94000010400;REO Spartransformator BV 65B4060;prim. 400V, sek. [PART];5.0;2023-06-12;2023-06-12;5.0;;
6261128;71031;4616612;STROMTRAFO 465;Stromwandler BV [NUM];Typ IE [NUM],[NUM]/[NUM]/[NUM],[NUM];50.0;2023-10-30;2023-10-30;50.0;;
6261129;70001;97716216;9999;[NUM];"";200.0;2023-09-01;2023-09-01;200.0;2023-08-24T00:00:00.000;200.0
